# LOGGING FINISHED
# samples=2412  rate_hz=64  duration_s=37.69
# phase boundaries (sample idx): 0
idx,t_s,ax_mg,ay_mg,az_mg,phase
126,1.9688,20,1009,267,0
127,1.9844,-10,1029,257,0
128,2.0000,10,1019,247,0
129,2.0156,20,1009,257,0
130,2.0312,10,990,257,0
131,2.0469,-10,1019,237,0
132,2.0625,10,1029,227,0
133,2.0781,10,1019,227,0
134,2.0938,70,1019,237,0
135,2.1094,121,1029,217,0
136,2.1250,30,1166,178,0
137,2.1406,171,1303,287,0
138,2.1562,101,1323,366,0
139,2.1719,10,1421,326,0
140,2.1875,222,1617,267,0
141,2.2031,252,1666,108,0
142,2.2188,303,1627,128,0
143,2.2344,111,1500,207,0
144,2.2500,141,1303,435,0
145,2.2656,111,1009,673,0
146,2.2812,-30,774,603,0
147,2.2969,505,696,326,0
148,2.3125,717,529,316,0
149,2.3281,717,529,316,0
150,2.3438,565,539,277,0
151,2.3594,383,588,277,0
152,2.3750,292,696,237,0
153,2.3906,151,764,257,0
154,2.4062,111,862,257,0
155,2.4219,20,960,237,0
156,2.4375,-40,1068,207,0
157,2.4531,-90,1156,257,0
158,2.4688,-222,1235,267,0
159,2.4844,-313,1313,277,0
160,2.5000,-505,1411,257,0
161,2.5156,-666,1382,277,0
162,2.5312,-1030,1205,396,0
163,2.5469,-1111,1186,544,0
164,2.5625,-1151,1107,198,0
165,2.5781,-1595,1166,-178,0
166,2.5938,-1292,1666,-1188,0
167,2.6094,1515,1686,-19,0
168,2.6250,70,1000,198,0
169,2.6406,-282,1088,742,0
170,2.6562,-161,1137,-188,0
171,2.6719,-424,1078,584,0
172,2.6875,-30,921,465,0
173,2.7031,-151,1098,297,0
174,2.7188,-151,1098,297,0
175,2.7344,-10,1078,227,0
176,2.7500,141,990,178,0
177,2.7656,80,1049,188,0
178,2.7812,111,1009,247,0
179,2.7969,70,1000,277,0
180,2.8125,40,1009,316,0
181,2.8281,-40,1039,306,0
182,2.8438,-10,1009,336,0
183,2.8594,50,990,306,0
184,2.8750,0,1019,297,0
185,2.8906,20,1000,267,0
186,2.9062,70,980,306,0
187,2.9219,-20,1000,316,0
188,2.9375,-90,1029,306,0
189,2.9531,-90,1009,287,0
190,2.9688,-20,1009,306,0
191,2.9844,-60,1009,306,0
192,3.0000,-70,1029,297,0
193,3.0156,-80,1029,297,0
194,3.0312,-30,1029,316,0
195,3.0469,-101,1019,306,0
196,3.0625,-90,1049,277,0
197,3.0781,-90,1068,277,0
198,3.0938,-80,1107,326,0
199,3.1094,-40,1156,336,0
200,3.1250,-40,1352,297,0
201,3.1406,161,1882,356,0
202,3.1562,111,2000,188,0
203,3.1719,222,2039,19,0
204,3.1875,444,2215,-29,0
205,3.2031,535,2186,138,0
206,3.2188,222,1058,762,0
207,3.2344,-555,715,910,0
208,3.2500,-70,774,465,0
209,3.2656,959,323,207,0
210,3.2812,717,0,267,0
211,3.2969,959,225,277,0
212,3.3125,959,303,138,0
213,3.3281,696,401,69,0
214,3.3438,494,549,69,0
215,3.3594,353,696,108,0
216,3.3750,171,833,128,0
217,3.3906,30,950,217,0
218,3.4062,-70,1029,247,0
219,3.4219,-232,1117,227,0
220,3.4375,-232,1117,227,0
221,3.4531,-202,1274,227,0
222,3.4688,-202,1392,247,0
223,3.4844,-373,1450,356,0
224,3.5000,-575,1745,415,0
225,3.5156,-959,1715,376,0
226,3.5312,-1484,1862,237,0
227,3.5469,-1585,1598,237,0
228,3.5625,-1515,1205,623,0
229,3.5781,-1535,1196,455,0
230,3.5938,-1707,1264,-108,0
231,3.6094,-474,1666,-1227,0
232,3.6250,1989,1284,49,0
233,3.6406,-1020,1303,29,0
234,3.6562,-363,1401,603,0
235,3.6719,303,1176,297,0
236,3.6875,-525,1058,217,0
237,3.7031,-171,843,564,0
238,3.7188,-191,1068,267,0
239,3.7344,70,1117,158,0
240,3.7500,131,1058,198,0
241,3.7656,131,1029,207,0
242,3.7812,151,970,237,0
243,3.7969,60,1000,247,0
244,3.8125,0,1058,257,0
245,3.8281,-50,1009,326,0
246,3.8438,-70,1029,316,0
247,3.8594,-10,1039,287,0
248,3.8750,20,1019,277,0
249,3.8906,20,1000,237,0
250,3.9062,-20,1039,267,0
251,3.9219,-40,1009,316,0
252,3.9375,-111,1009,326,0
253,3.9531,-70,1009,326,0
254,3.9688,-60,1009,277,0
255,3.9844,-70,1098,326,0
256,4.0000,-70,1098,326,0
257,4.0156,-30,1019,336,0
258,4.0312,-191,1009,287,0
259,4.0469,-121,1009,297,0
260,4.0625,-141,1009,306,0
261,4.0781,-141,1009,336,0
262,4.0938,-141,1029,356,0
263,4.1094,-151,1078,287,0
264,4.1250,-161,1117,306,0
265,4.1406,-191,1186,267,0
266,4.1562,-70,1382,247,0
267,4.1719,0,1686,207,0
268,4.1875,141,2068,257,0
269,4.2031,171,2137,207,0
270,4.2188,616,2196,158,0
271,4.2344,616,2196,158,0
272,4.2500,727,1980,297,0
273,4.2656,525,1323,693,0
274,4.2812,-666,715,1009,0
275,4.2969,424,568,257,0
276,4.3125,424,568,257,0
277,4.3281,737,127,287,0
278,4.3438,858,235,257,0
279,4.3594,777,313,128,0
280,4.3750,505,401,59,0
281,4.3906,353,500,69,0
282,4.4062,353,500,69,0
283,4.4219,111,666,188,0
284,4.4375,30,823,227,0
285,4.4531,-70,931,207,0
286,4.4688,-111,970,217,0
287,4.4844,-191,1215,178,0
288,4.5000,-121,1343,198,0
289,4.5156,-373,1519,306,0
290,4.5312,-696,1725,396,0
291,4.5469,-696,1725,396,0
292,4.5625,-1101,1843,376,0
293,4.5781,-1565,2019,247,0
294,4.5938,-1383,1882,386,0
295,4.6094,-1828,1460,168,0
296,4.6250,-2767,1500,108,0
297,4.6406,-2949,1941,-178,0
298,4.6562,1757,1794,-297,0
299,4.6719,-797,1235,405,0
300,4.6875,525,941,-188,0
301,4.7031,-464,725,554,0
302,4.7188,-242,1254,633,0
303,4.7344,-282,1098,128,0
304,4.7500,-111,1019,227,0
305,4.7656,80,1098,287,0
306,4.7812,10,1107,148,0
307,4.7969,80,941,277,0
308,4.8125,151,980,287,0
309,4.8281,-30,1049,277,0
310,4.8438,-131,1039,247,0
311,4.8594,-141,1049,287,0
312,4.8750,-80,1000,297,0
313,4.8906,-40,1000,287,0
314,4.9062,-30,1029,227,0
315,4.9219,20,990,247,0
316,4.9375,-40,990,287,0
317,4.9531,-90,1009,287,0
318,4.9688,-101,1000,306,0
319,4.9844,-70,1058,306,0
320,5.0000,-121,1039,247,0
321,5.0156,-90,1039,306,0
322,5.0312,-90,1039,297,0
323,5.0469,-60,1019,326,0
324,5.0625,-232,1039,257,0
325,5.0781,-212,1078,267,0
326,5.0938,-202,1088,297,0
327,5.1094,-171,1225,267,0
328,5.1250,-101,1509,207,0
329,5.1406,131,2029,297,0
330,5.1562,121,2019,227,0
331,5.1719,292,2068,148,0
332,5.1875,464,2166,138,0
333,5.2031,676,2000,316,0
334,5.2188,595,1647,445,0
335,5.2344,90,1058,960,0
336,5.2500,-676,852,851,0
337,5.2656,414,725,306,0
338,5.2812,808,333,287,0
339,5.2969,919,313,287,0
340,5.3125,1060,382,267,0
341,5.3281,868,421,158,0
342,5.3438,595,519,148,0
343,5.3594,434,588,178,0
344,5.3750,323,705,227,0
345,5.3906,151,794,198,0
346,5.4062,30,911,227,0
347,5.4219,-90,1000,217,0
348,5.4375,-191,1088,188,0
349,5.4531,-191,1088,188,0
350,5.4688,-101,1313,217,0
351,5.4844,-242,1411,297,0
352,5.5000,-353,1588,396,0
353,5.5156,-666,1705,425,0
354,5.5312,-666,1705,425,0
355,5.5469,-1050,1823,346,0
356,5.5625,-1434,1843,207,0
357,5.5781,-1696,1568,227,0
358,5.5938,-1575,1215,475,0
359,5.6094,-1959,1117,277,0
360,5.6250,-1909,1470,-861,0
361,5.6406,1414,1852,-247,0
362,5.6562,171,1470,-277,0
363,5.6719,-1343,1607,663,0
364,5.6875,303,1401,89,0
365,5.7031,-343,833,782,0
366,5.7188,-252,1049,405,0
367,5.7344,-60,1039,99,0
368,5.7500,90,1176,178,0
369,5.7656,111,1039,198,0
370,5.7812,90,970,227,0
371,5.7969,70,1000,297,0
372,5.8125,70,1000,297,0
373,5.8281,-20,1000,287,0
374,5.8438,-111,1049,287,0
375,5.8594,-70,1049,306,0
376,5.8750,-30,1000,326,0
377,5.8906,-90,1009,277,0
378,5.9062,10,1019,257,0
379,5.9219,0,1019,257,0
380,5.9375,-10,1058,217,0
381,5.9531,-80,1049,336,0
382,5.9688,-30,1000,336,0
383,5.9844,-161,1039,287,0
384,6.0000,-90,1029,267,0
385,6.0156,-161,1039,257,0
386,6.0312,-171,1019,306,0
387,6.0469,-161,1029,336,0
388,6.0625,-131,1068,326,0
389,6.0781,-161,1058,297,0
390,6.0938,-161,1127,277,0
391,6.1094,-181,1186,247,0
392,6.1250,-121,1362,247,0
393,6.1406,20,1656,217,0
394,6.1562,212,2186,207,0
395,6.1719,353,2421,247,0
396,6.1875,424,2323,118,0
397,6.2031,787,2235,178,0
398,6.2188,858,1892,356,0
399,6.2344,303,1274,861,0
400,6.2500,-656,872,970,0
401,6.2656,10,921,425,0
402,6.2812,828,382,257,0
403,6.2969,707,196,267,0
404,6.3125,1050,186,277,0
405,6.3281,919,254,237,0
406,6.3438,666,343,148,0
407,6.3594,454,431,178,0
408,6.3750,373,509,277,0
409,6.3906,222,617,287,0
410,6.4062,80,774,316,0
411,6.4219,-10,892,326,0
412,6.4375,-121,970,336,0
413,6.4531,-242,1156,287,0
414,6.4688,-131,1313,277,0
415,6.4844,-212,1490,297,0
416,6.5000,-212,1490,297,0
417,6.5156,-333,1656,366,0
418,6.5312,-545,1941,405,0
419,6.5469,-1353,2039,198,0
420,6.5625,-1818,1970,89,0
421,6.5781,-1484,1362,475,0
422,6.5938,-1484,1362,475,0
423,6.6094,-1868,1196,-227,0
424,6.6250,-1868,1196,-227,0
425,6.6406,2121,1490,-207,0
426,6.6562,2121,1490,-207,0
427,6.6719,-1545,1490,128,0
428,6.6875,-545,1725,990,0
429,6.7031,191,1578,-455,0
430,6.7188,-141,470,613,0
431,6.7344,-363,872,732,0
432,6.7500,-10,1127,99,0
433,6.7656,-10,1127,99,0
434,6.7812,141,1098,188,0
435,6.7969,202,990,207,0
436,6.8125,151,941,237,0
437,6.8281,-10,1019,316,0
438,6.8438,-101,1019,326,0
439,6.8594,-90,1009,346,0
440,6.8750,-90,1009,346,0
441,6.8906,-20,1029,257,0
442,6.9062,-40,1029,277,0
443,6.9219,-121,1107,257,0
444,6.9375,-101,990,326,0
445,6.9531,-50,980,316,0
446,6.9688,-181,1019,316,0
447,6.9844,-151,1009,306,0
448,7.0000,-151,1019,287,0
449,7.0156,-161,1009,316,0
450,7.0312,-171,1029,326,0
451,7.0469,-181,1029,316,0
452,7.0625,-181,1029,316,0
453,7.0781,-161,1088,297,0
454,7.0938,-161,1088,297,0
455,7.1094,-181,1254,237,0
456,7.1250,-111,1294,227,0
457,7.1406,-90,1441,198,0
458,7.1562,40,1745,158,0
459,7.1719,40,1745,158,0
460,7.1875,242,2323,277,0
461,7.2031,292,2294,257,0
462,7.2188,616,2215,168,0
463,7.2344,676,2107,178,0
464,7.2500,-343,960,1148,0
465,7.2656,-979,1029,970,0
466,7.2812,171,872,336,0
467,7.2969,171,872,336,0
468,7.3125,686,294,306,0
469,7.3281,737,274,237,0
470,7.3438,686,284,217,0
471,7.3594,515,362,128,0
472,7.3750,515,362,128,0
473,7.3906,383,411,158,0
474,7.4062,343,480,267,0
475,7.4219,202,607,306,0
476,7.4375,30,715,405,0
477,7.4531,-111,813,415,0
478,7.4688,-151,941,356,0
479,7.4844,-212,1039,356,0
480,7.5000,-191,1176,287,0
481,7.5156,-212,1186,257,0
482,7.5312,-282,1372,257,0
483,7.5469,-343,1509,287,0
484,7.5625,-444,1588,336,0
485,7.5781,-717,1764,297,0
486,7.5938,-1121,1892,217,0
487,7.6094,-1444,1892,257,0
488,7.6250,-1585,1578,623,0
489,7.6406,-1777,1264,396,0
490,7.6562,-2040,1294,-217,0
491,7.6719,-1393,1578,-1217,0
492,7.6875,1818,1666,-148,0
493,7.7031,-626,1284,-69,0
494,7.7188,-1060,1598,1207,0
495,7.7344,161,1500,-425,0
496,7.7500,-20,558,534,0
497,7.7656,-434,1009,643,0
498,7.7812,-70,1098,257,0
499,7.7969,-40,1098,158,0
500,7.8125,141,1137,158,0
501,7.8281,191,941,198,0
502,7.8438,50,950,227,0
503,7.8594,-50,1068,277,0
504,7.8750,-131,1039,336,0
505,7.8906,-111,1049,287,0
506,7.9062,20,1009,297,0
507,7.9219,-30,990,277,0
508,7.9375,-101,960,277,0
509,7.9531,-121,1009,267,0
510,7.9688,-60,1019,306,0
511,7.9844,-90,1029,306,0
512,8.0000,-70,990,316,0
513,8.0156,-131,1009,316,0
514,8.0312,-151,1019,297,0
515,8.0469,-161,1029,287,0
516,8.0625,-171,1009,287,0
517,8.0781,-232,1029,326,0
518,8.0938,-202,1029,376,0
519,8.1094,-191,1068,316,0
520,8.1250,-202,1166,257,0
521,8.1406,-171,1225,217,0
522,8.1562,-90,1450,237,0
523,8.1719,10,1813,227,0
524,8.1875,161,2225,287,0
525,8.2031,252,2284,267,0
526,8.2188,555,2196,217,0
527,8.2344,676,2215,237,0
528,8.2500,787,1764,455,0
529,8.2656,151,1088,960,0
530,8.2812,151,1088,960,0
531,8.2969,404,843,386,0
532,8.3125,868,313,247,0
533,8.3281,909,264,227,0
534,8.3438,979,303,217,0
535,8.3594,808,382,188,0
536,8.3750,595,431,108,0
537,8.3906,595,431,108,0
538,8.4062,484,490,168,0
539,8.4219,373,617,217,0
540,8.4375,181,666,257,0
541,8.4531,70,833,257,0
542,8.4688,-40,960,257,0
543,8.4844,-191,980,277,0
544,8.5000,-90,1294,178,0
545,8.5156,-232,1490,247,0
546,8.5312,-323,1666,346,0
547,8.5469,-545,1823,396,0
548,8.5625,-1070,1852,297,0
549,8.5781,-1717,1970,108,0
550,8.5938,-1808,1764,49,0
551,8.6094,-2171,1294,267,0
552,8.6250,-2151,1245,178,0
553,8.6406,-2393,1617,-564,0
554,8.6562,1525,2362,-455,0
555,8.6719,1525,2362,-455,0
556,8.6875,-585,1509,811,0
557,8.7031,90,1813,-613,0
558,8.7188,-232,500,475,0
559,8.7344,-171,1225,405,0
560,8.7500,-141,1029,118,0
561,8.7656,70,1088,237,0
562,8.7812,141,1088,207,0
563,8.7969,141,1088,207,0
564,8.8125,70,941,178,0
565,8.8281,90,1000,297,0
566,8.8438,0,1039,336,0
567,8.8594,-20,1019,306,0
568,8.8750,10,1019,287,0
569,8.8906,-70,1019,326,0
570,8.9062,10,1019,257,0
571,8.9219,-20,1009,257,0
572,8.9375,0,1000,247,0
573,8.9531,-20,1009,297,0
574,8.9688,-70,1019,346,0
575,8.9844,-90,1009,316,0
576,9.0000,-131,1019,316,0
577,9.0156,-131,1009,297,0
578,9.0312,-161,1019,306,0
579,9.0469,-151,1039,316,0
580,9.0625,-151,1009,356,0
581,9.0781,-171,990,376,0
582,9.0938,-181,1029,346,0
583,9.1094,-171,1078,287,0
584,9.1250,-181,1156,247,0
585,9.1406,-202,1235,207,0
586,9.1562,-101,1372,207,0
587,9.1719,50,1676,207,0
588,9.1875,191,2137,297,0
589,9.2031,202,2147,237,0
590,9.2188,474,2166,108,0
591,9.2344,595,2117,138,0
592,9.2500,757,1862,336,0
593,9.2656,383,1372,574,0
594,9.2812,-696,921,1059,0
595,9.2969,-444,1049,633,0
596,9.3125,737,500,247,0
597,9.3281,656,117,277,0
598,9.3438,707,264,237,0
599,9.3594,767,294,227,0
600,9.3750,767,343,168,0
601,9.3906,565,411,108,0
602,9.4062,393,509,227,0
603,9.4219,262,598,287,0
604,9.4375,131,656,346,0
605,9.4531,20,803,405,0
606,9.4688,-80,882,396,0
607,9.4844,-191,1205,316,0
608,9.5000,-212,1284,277,0
609,9.5156,-191,1460,277,0
610,9.5312,-282,1588,346,0
611,9.5469,-282,1588,346,0
612,9.5625,-959,1833,514,0
613,9.5781,-1393,2000,475,0
614,9.5938,-1525,1803,247,0
615,9.6094,-2010,1313,227,0
616,9.6250,-2010,1313,227,0
617,9.6406,-1969,1323,-59,0
618,9.6562,-1686,1598,-841,0
619,9.6719,303,2009,-267,0
620,9.6875,-90,1401,346,0
621,9.7031,-1454,1784,415,0
622,9.7188,-80,509,732,0
623,9.7344,-80,509,732,0
624,9.7500,-191,1098,702,0
625,9.7656,-202,1078,326,0
626,9.7812,-151,1068,118,0
627,9.7969,202,960,178,0
628,9.8125,202,960,178,0
629,9.8281,121,950,217,0
630,9.8438,-40,1068,297,0
631,9.8594,-60,990,356,0
632,9.8750,-10,950,356,0
633,9.8906,-121,1009,346,0
634,9.9062,-20,1019,267,0
635,9.9219,-30,1029,227,0
636,9.9375,-50,1000,267,0
637,9.9531,-121,1029,287,0
638,9.9688,-151,1029,326,0
639,9.9844,-90,1029,316,0
640,10.0000,-101,990,297,0
641,10.0156,-181,1019,277,0
642,10.0312,-161,1039,326,0
643,10.0469,-161,1000,326,0
644,10.0625,-222,1029,316,0
645,10.0781,-222,1019,326,0
646,10.0938,-232,1019,346,0
647,10.1094,-222,1078,267,0
648,10.1250,-191,1137,267,0
649,10.1406,-141,1264,237,0
650,10.1562,-121,1431,227,0
651,10.1719,-50,1705,257,0
652,10.1875,111,2186,227,0
653,10.2031,232,2431,267,0
654,10.2188,434,2264,207,0
655,10.2344,727,2127,277,0
656,10.2500,777,1735,504,0
657,10.2656,141,1137,841,0
658,10.2812,-1070,941,821,0
659,10.2969,-323,970,435,0
660,10.3125,676,431,306,0
661,10.3281,646,166,207,0
662,10.3438,666,264,277,0
663,10.3594,686,294,227,0
664,10.3750,525,343,158,0
665,10.3906,363,411,138,0
666,10.4062,262,500,217,0
667,10.4219,161,539,247,0
668,10.4375,40,627,257,0
669,10.4531,-70,735,287,0
670,10.4688,-101,862,277,0
671,10.4844,-181,960,237,0
672,10.5000,-191,1088,217,0
673,10.5156,-141,1186,178,0
674,10.5312,-141,1284,198,0
675,10.5469,-353,1441,336,0
676,10.5625,-414,1647,455,0
677,10.5781,-747,1774,336,0
678,10.5938,-1232,2019,237,0
679,10.6094,-1646,2098,277,0
680,10.6250,-1919,1490,-59,0
681,10.6406,-2191,1343,356,0
682,10.6562,-2212,1617,-267,0
683,10.6719,-60,2098,-287,0
684,10.6875,474,1333,198,0
685,10.7031,-959,1539,386,0
686,10.7188,242,960,-207,0
687,10.7344,-252,676,683,0
688,10.7500,-303,1137,653,0
689,10.7656,-171,990,217,0
690,10.7812,-50,1088,138,0
691,10.7969,161,1107,207,0
692,10.8125,191,960,178,0
693,10.8281,70,990,227,0
694,10.8438,80,1019,306,0
695,10.8594,-40,1039,267,0
696,10.8750,-10,1039,316,0
697,10.8906,-90,1019,297,0
698,10.9062,-50,1019,287,0
699,10.9219,20,1009,267,0
700,10.9375,-20,1000,257,0
701,10.9531,-20,1000,287,0
702,10.9688,-90,1019,306,0
703,10.9844,-70,1000,336,0
704,11.0000,-101,1000,297,0
705,11.0156,-70,1019,326,0
706,11.0312,-70,1019,326,0
707,11.0469,-141,1019,287,0
708,11.0625,-161,1009,326,0
709,11.0781,-171,1000,346,0
710,11.0938,-171,1000,346,0
711,11.1094,-151,1049,306,0
712,11.1250,-161,1049,306,0
713,11.1406,-181,1098,287,0
714,11.1562,-181,1156,277,0
715,11.1719,-151,1294,257,0
716,11.1875,-10,1627,257,0
717,11.2031,121,2039,326,0
718,11.2188,121,1990,198,0
719,11.2344,252,2088,59,0
720,11.2500,252,2088,59,0
721,11.2656,464,2039,108,0
722,11.2812,636,2019,237,0
723,11.2969,555,1519,485,0
724,11.3125,-131,921,1039,0
725,11.3281,-818,911,930,0
726,11.3438,252,725,346,0
727,11.3594,737,313,287,0
728,11.3750,585,294,247,0
729,11.3906,676,372,287,0
730,11.4062,717,382,247,0
731,11.4219,535,421,168,0
732,11.4375,333,460,188,0
733,11.4531,232,568,257,0
734,11.4688,161,617,326,0
735,11.4844,70,725,366,0
736,11.5000,-50,852,376,0
737,11.5156,-111,931,356,0
738,11.5312,-181,1029,366,0
739,11.5469,-212,1196,287,0
740,11.5625,-101,1264,247,0
741,11.5781,-272,1431,306,0
742,11.5938,-464,1588,336,0
743,11.6094,-656,1784,326,0
744,11.6250,-1010,1872,277,0
745,11.6406,-1424,2058,445,0
746,11.6562,-1878,1588,227,0
747,11.6719,-1989,1245,237,0
748,11.6875,-1676,1470,-316,0
749,11.7031,-1808,1666,-950,0
750,11.7188,1171,1784,-19,0
751,11.7344,-727,1568,465,0
752,11.7500,202,1303,-158,0
753,11.7656,-272,617,465,0
754,11.7812,-161,1019,584,0
755,11.7969,-232,1078,435,0
756,11.8125,-161,1009,128,0
757,11.8281,30,1137,227,0
758,11.8438,121,1029,247,0
759,11.8594,70,1009,207,0
760,11.8750,70,1009,267,0
761,11.8906,50,1000,316,0
762,11.9062,10,1009,287,0
763,11.9219,-40,1019,267,0
764,11.9375,-90,1029,287,0
765,11.9531,-90,1009,287,0
766,11.9688,-10,1019,257,0
767,11.9844,0,1009,267,0
768,12.0000,0,980,306,0
769,12.0156,-70,1009,306,0
770,12.0312,-90,1009,297,0
771,12.0469,-101,1019,336,0
772,12.0625,-111,1000,306,0
773,12.0781,-131,1029,287,0
774,12.0938,-141,1029,287,0
775,12.1094,-171,1009,306,0
776,12.1250,-171,1000,346,0
777,12.1406,-141,1049,326,0
778,12.1562,-121,1088,277,0
779,12.1719,-141,1117,297,0
780,12.1875,-141,1117,287,0
781,12.2031,-212,1166,306,0
782,12.2188,-111,1450,217,0
783,12.2344,30,2078,247,0
784,12.2500,90,2058,198,0
785,12.2656,202,2137,138,0
786,12.2812,333,2215,59,0
787,12.2969,565,2186,217,0
788,12.3125,646,1705,455,0
789,12.3281,90,872,811,0
790,12.3438,-898,637,980,0
791,12.3594,-171,813,257,0
792,12.3750,686,323,128,0
793,12.3906,717,39,247,0
794,12.4062,727,147,316,0
795,12.4219,757,284,247,0
796,12.4375,757,284,247,0
797,12.4531,585,372,118,0
798,12.4688,212,539,207,0
799,12.4844,141,588,267,0
800,12.5000,141,588,267,0
801,12.5156,40,754,336,0
802,12.5312,-20,843,346,0
803,12.5469,-161,1117,346,0
804,12.5625,-161,1117,346,0
805,12.5781,-373,1294,346,0
806,12.5938,-656,1627,425,0
807,12.6094,-616,1676,534,0
808,12.6250,-868,1607,386,0
809,12.6406,-1191,1784,316,0
810,12.6562,-1535,1862,168,0
811,12.6719,-1626,1372,435,0
812,12.6875,-1848,1470,-69,0
813,12.7031,-1868,1500,-435,0
814,12.7188,-2636,1862,19,0
815,12.7344,989,1774,-178,0
816,12.7500,666,607,287,0
817,12.7656,-414,843,148,0
818,12.7812,-212,1039,336,0
819,12.7969,-272,1088,623,0
820,12.8125,-191,1009,217,0
821,12.8281,-40,1039,267,0
822,12.8438,151,1088,267,0
823,12.8594,181,1009,178,0
824,12.8750,90,990,227,0
825,12.8906,60,1029,267,0
826,12.9062,-30,1058,267,0
827,12.9219,-30,1058,267,0
828,12.9375,-141,1039,287,0
829,12.9531,-60,1019,306,0
830,12.9688,-30,1019,297,0
831,12.9844,-10,990,277,0
832,13.0000,-60,1009,257,0
833,13.0156,-60,1029,277,0
834,13.0312,-70,980,316,0
835,13.0469,-80,1000,336,0
836,13.0625,-80,1019,297,0
837,13.0781,-70,1019,297,0
838,13.0938,-50,980,326,0
